TRE,WECC,EIC
0.0408,1.6386,0.347
0,6.34E-01,0.0082
0,0.0873,0
0,0.0016,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1841
0,0,1.2862
0.0672,0.025,3.8348
0.2256,0.341,7.0597
0.3984,1.2689,9.769
0.5484,2.5361,11.7493
0.6516,3.6142,13.1048
0.6936,4.4697,13.5461
0.6768,4.9299,13.1005
0.6252,5.0639,11.7314
0.5556,4.8482,9.7945
0.4404,4.3685,7.1994
0.3168,3.6335,4.3825
0.1716,2.7266,1.7694
0.0384,1.6922,0.344
0,6.58E-01,0.0096
0,0.087,0
0,0.0016,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0003
0,0,0.203
0,0,1.3864
0.0636,0.0428,4.029
0.246,0.359,7.0511
0.4512,1.2156,9.7558
0.6228,2.2526,11.9803
0.7428,3.1692,13.1939
0.8112,3.7351,13.648
0.8268,4.1411,13.2528
0.7896,4.1726,11.9609
0.7044,3.9942,9.7577
0.57,3.569,6.981
0.3936,3.0413,4.1852
0.1932,2.2763,1.6923
0.0384,1.4059,0.3268
0,0.5495,0.0083
0,0.0721,0
0,0.0006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.1142
0,0,1.0189
0.0612,0.0382,3.2451
0.2472,0.3441,6.1587
0.4548,1.2199,8.8359
0.6276,2.3288,10.969
0.7476,3.3489,12.3155
0.816,4.1147,12.6624
0.8292,4.5876,12.1553
0.7932,4.7462,10.9787
0.7068,4.5897,9.1852
0.5724,4.1763,6.8108
0.3948,3.5154,4.1925
0.1956,2.6531,1.7326
0.0384,1.6238,0.3333
0,6.21E-01,0.0078
0,0.0768,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1642
0,0,1.0827
0.0612,0.0209,3.0407
0.246,0.3074,5.6921
0.4524,1.171,8.1263
0.624,2.3811,10.0163
0.7416,3.5051,11.184
0.8064,4.3091,11.5776
0.8184,4.8192,11.5027
0.7836,4.9932,10.6568
0.6996,4.8041,9.0238
0.5688,4.276,6.7784
0.3936,3.5431,4.2268
0.1956,2.6287,1.6977
0.0384,1.5975,0.3339
0,0.6162,0.0074
0,0.0797,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1657
0,0,1.2682
0.0624,0.0274,3.7276
0.2376,0.3347,6.6659
0.438,1.2557,9.3169
0.6192,2.5012,11.4138
0.7392,3.5993,12.4243
0.8064,4.3962,12.8159
0.8196,4.8278,12.5
0.7848,4.9128,11.3568
0.7008,4.7371,9.3707
0.564,4.2595,6.9834
0.3876,3.6314,4.2312
0.192,2.7169,1.6372
0.0372,1.6413,0.3034
0,0.6218,0.0076
0,0.0769,0
0,0.0005,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1675
0,0,1.2566
0.0612,0.0219,3.6603
0.2328,0.3505,6.5091
0.4332,1.3558,8.9505
0.6096,2.5722,10.9347
0.7308,3.6102,12.1542
0.8028,4.332,12.4183
0.8196,4.8147,11.7361
0.7872,4.9893,10.4557
0.7056,4.8906,8.6236
0.5712,4.4819,6.3909
0.3948,3.7256,3.8868
0.1944,2.7224,1.5748
0.0408,1.6353,0.3092
0,0.6202,0.0045
0,0.0687,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1587
0,0,1.2575
0.048,0.0254,3.7219
0.1644,0.3298,6.5456
0.2976,1.3324,9.0726
0.3948,2.5601,11.1224
0.4644,3.6077,12.6167
0.516,4.3848,13.1317
0.546,4.88,12.8678
0.5352,5.0713,11.4812
0.4836,4.9813,9.1246
0.3912,4.602,6.3844
0.2904,3.8827,3.5858
0.1476,2.9025,1.3276
0.0288,1.7246,0.2305
0,0.6259,0.0044
0,0.0661,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1535
0,0,1.1867
0.0288,0.021,3.5146
0.1116,0.3272,6.5638
0.2052,1.2762,9.2723
0.3156,2.5022,11.366
0.4104,3.4994,12.7185
0.498,4.1771,13.2455
0.5388,4.6345,12.8196
0.5388,4.8259,11.6113
0.516,4.6446,9.526
0.4308,4.0861,6.8362
0.3108,3.4255,3.9841
0.162,2.6347,1.568
0.0324,1.6004,0.2597
0,0.5754,0.0043
0,0.0508,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1093
0,0,0.927
0.0336,0.0243,3.0848
0.1284,0.3075,6.0158
0.2352,1.1513,8.6277
0.3168,2.2204,10.5241
0.3804,3.1927,11.5992
0.4128,4.0583,12.0158
0.4056,4.6285,11.7631
0.3684,4.8477,10.7306
0.3144,4.7015,8.8919
0.2472,4.2624,6.5408
0.1728,3.5985,3.9991
0.084,2.7219,1.55
0.0144,1.6537,0.2659
0,0.5924,0.0049
0,0.0659,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1278
0,0,1.0069
0.048,0.0207,3.2146
0.1812,0.3121,6.0128
0.3228,1.2765,8.6242
0.456,2.5029,10.5179
0.5616,3.4727,11.7008
0.6144,4.2062,12.1874
0.6204,4.689,11.901
0.576,4.8784,10.7131
0.5088,4.7292,8.6875
0.402,4.2882,6.1659
0.2616,3.6437,3.6263
0.1296,2.6742,1.3862
0.0228,1.5767,0.2321
0,0.5364,0.0051
0,0.0503,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0905
0,0,0.8923
0.0588,0.0186,2.9957
0.2208,0.3124,5.7623
0.3984,1.2743,8.2676
0.5604,2.5113,10.1517
0.6792,3.6239,11.1391
0.738,4.42,11.4565
0.7548,4.9179,11.2237
0.7188,5.0961,10.1961
0.6372,4.9845,8.5265
0.5016,4.5785,6.2029
0.3456,3.8539,3.7881
0.1752,2.8404,1.4801
0.0312,1.6443,0.2424
0,0.5647,0.0049
0,0.0569,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1149
0,0,1.0995
0.0576,0.0184,3.4188
0.2316,0.307,6.4124
0.4164,1.2457,9.0296
0.5664,2.4045,10.868
0.6744,3.4041,11.9305
0.738,4.1663,12.1812
0.756,4.6853,11.6874
0.7068,4.8361,10.5824
0.6348,4.7436,8.5913
0.5292,4.3522,6.2128
0.3636,3.6506,3.5091
0.1812,2.6795,1.3002
0.0312,1.5752,0.2292
0,0.5652,0.0045
0,0.0543,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0553
0,0,0.6017
0.054,0.0183,2.0877
0.2052,0.3037,4.3336
0.3504,1.2603,6.646
0.4896,2.5155,8.6569
0.5892,3.62,10.0815
0.6684,4.4257,10.549
0.7356,4.8912,10.2487
0.7452,4.9897,9.5449
0.6912,4.818,8.2502
0.5556,4.364,6.1581
0.378,3.6105,3.6826
0.1812,2.6857,1.4667
0.0288,1.6043,0.2429
0,0.5555,0.0038
0,0.0526,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.053
0,0,0.656
0.0492,0.0173,2.4495
0.2064,0.2899,5.0347
0.4068,1.22,7.599
0.5856,2.5208,9.7002
0.7128,3.6625,10.9231
0.7836,4.4865,11.2481
0.8016,4.9482,11.0505
0.7476,4.9955,10.1617
0.6756,4.7966,8.4172
0.5412,4.3588,6.0051
0.3648,3.6983,3.4537
0.1632,2.762,1.2886
0.0264,1.6196,0.2064
0,0.5608,0.0034
0,0.0471,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0398
0,0,0.7038
0.054,0.014,2.7221
0.228,0.2973,5.4672
0.4188,1.2569,8.0015
0.5748,2.5151,9.7863
0.678,3.6237,10.9328
0.7296,4.4415,11.4855
0.7416,4.9831,11.3418
0.6984,5.1375,10.4541
0.6288,4.9847,8.656
0.5112,4.5632,6.1409
0.3492,3.8573,3.5649
0.1692,2.8569,1.3016
0.0264,1.6635,0.2045
0,0.5558,0.0034
0,0.0457,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0929
0,0.00E+00,1.0745
0.0456,0.0175,3.5793
0.1956,0.2825,6.7364
0.3732,1.1528,9.5422
0.5436,2.2891,11.3683
0.6828,3.2508,12.1863
0.75,3.8288,12.5132
0.7584,4.0862,11.9144
0.7188,4.3037,10.6096
0.6336,4.2842,8.6805
0.5028,3.9515,6.1703
0.342,3.341,3.673
0.1632,2.5084,1.3651
0.024,1.5062,0.2239
0,0.5269,0.0031
0,0.0431,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0838
0,0,0.821
0.0504,0.0127,2.8954
0.228,0.253,5.7148
0.4344,1.1784,8.1252
0.6108,2.4466,10.0717
0.7344,3.6006,11.1599
0.8064,4.4464,11.7005
0.8256,5.0314,11.6211
0.7908,5.2022,10.471
0.7056,5.0471,8.4632
0.5628,4.5468,6.0066
0.3828,3.7627,3.609
0.18,2.7682,1.3808
0.0252,1.575,0.2027
0,0.5258,0.0029
0,0.0418,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0507
0,0.00E+00,0.7583
0.0468,0.0136,2.8848
0.2088,0.2562,5.5692
0.3984,1.1609,8.2675
0.5688,2.3396,10.2796
0.6972,3.4305,11.4886
0.7716,4.2231,12.0768
0.7932,4.6693,11.5952
0.768,4.8188,10.1286
0.6852,4.6942,8.0301
0.5532,4.3424,5.705
0.3768,3.6214,3.4128
0.1788,2.6422,1.339
0.0252,1.5015,0.1966
0,0.5006,0.0029
0,0.0378,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0651
0,0,0.9437
0.0504,0.0112,3.3358
0.2292,0.2185,6.3003
0.4308,1.0396,8.885
0.5928,2.2144,10.925
0.7032,3.3046,12.4001
0.7656,4.1362,12.9831
0.768,4.6669,12.7391
0.7176,4.7865,11.3655
0.618,4.6254,9.1436
0.4752,4.2075,6.3501
0.2952,3.5406,3.5628
0.1248,2.5811,1.2105
0.018,1.4888,0.1639
0,0.4833,0.002
0,0.0356,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0741
0,0,0.9513
0.0432,0.0107,3.3969
0.186,0.2467,6.7023
0.3564,1.0981,9.6527
0.5136,2.1805,12.0969
0.618,3.2275,13.5975
0.678,4.0583,14.1551
0.6948,4.6294,13.5545
0.672,4.8181,12.1193
0.6,4.7129,9.8992
0.4656,4.2883,7.1065
0.294,3.5886,3.9774
0.1404,2.634,1.3498
0.0192,1.5098,0.1796
0,0.4945,0.0023
0,0.0388,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0192
0,0,0.5437
0.0252,0.0094,2.6945
0.1356,0.2554,5.8601
0.2472,1.1715,8.7039
0.36,2.2451,10.9074
0.4716,3.2173,12.1712
0.5448,3.9875,12.3599
0.5508,4.4022,11.6993
0.5544,4.5563,10.6115
0.4404,4.4901,8.712
0.3252,4.1472,6.1786
0.2028,3.4987,3.2614
0.0804,2.5657,1.0907
0.006,1.4175,0.1548
0,0.4155,0.0023
0,0.0215,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.062
0,0,0.6775
0.0264,0.0069,2.6886
0.1068,0.2534,4.845
0.1656,1.2265,7.2567
0.2004,2.4725,9.1467
0.3168,3.6284,10.442
0.4752,4.4688,11.2358
0.528,5.0424,11.2254
0.5256,5.2378,10.4347
0.5004,5.0995,8.796
0.4224,4.6046,6.4285
0.2988,3.8362,3.7699
0.1524,2.8128,1.3448
0.0168,1.5756,0.1653
0,0.4858,0.0023
0,0.0322,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0339
0,0,0.5983
0.0456,0.006,2.5682
0.2436,0.1564,5.576
0.4608,0.9923,8.5924
0.6372,2.2191,11.054
0.762,3.4123,12.8143
0.8316,4.3011,13.6375
0.852,4.8145,13.2903
0.816,4.8694,11.8768
0.7236,4.6702,9.6284
0.5604,4.1915,6.7332
0.3696,3.5213,3.7845
0.1548,2.623,1.3414
0.018,1.4956,0.1578
0,0.4636,0.0017
0,0.0285,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0247
0,0,0.599
0.0348,0.0083,2.8345
0.1332,0.2184,6.0967
0.2484,1.0969,9.2359
0.3792,2.3246,11.7165
0.5292,3.4674,13.223
0.66,4.2567,13.6821
0.7452,4.7265,13.0212
0.75,4.8165,11.6228
0.672,4.6402,9.4777
0.4968,4.1332,6.755
0.2892,3.3902,3.8019
0.1032,2.4315,1.2848
0.0096,1.3921,0.1413
0,0.4371,0.0014
0,0.0213,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0496
0,0,0.7913
0.042,0.0058,3.1654
0.2316,0.1786,6.5767
0.4476,0.9343,9.6268
0.6156,1.8911,11.825
0.7428,2.7329,12.881
0.816,3.5957,13.133
0.8208,4.068,12.7836
0.78,4.0395,11.3286
0.6876,3.8411,9.3271
0.5484,3.5224,6.7239
0.3576,3.173,3.6913
0.1548,2.3875,1.1257
0.0156,1.3814,0.1078
0,0.4323,0.001
0,0.021,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.032
0,0,0.5821
0.0432,0.007,2.522
0.2208,0.1964,5.4723
0.4284,1.0169,8.4539
0.612,2.2183,11.1054
0.7272,3.2068,12.6343
0.7752,3.9881,13.1292
0.7608,4.4978,12.5421
0.6624,4.6379,11.1076
0.5376,4.5033,9.0349
0.3936,4.0911,6.2351
0.234,3.4873,3.3124
0.0996,2.5532,0.9588
0.0108,1.4239,0.0869
0,0.4129,0.0016
0,0.015,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0365
0,0,0.7181
0.0228,0.0019,2.9331
0.12,0.1436,5.8714
0.2436,1.0209,8.7052
0.3708,2.3205,11.1348
0.5532,3.4757,12.6775
0.63,4.2729,13.0901
0.618,4.7494,12.2476
0.5916,4.9232,10.6589
0.5088,4.8165,8.4599
0.4056,4.4279,5.9423
0.2688,3.7731,3.2065
0.12,2.8178,0.9833
0.0108,1.618,0.0939
0,0.4727,0.0016
0,0.0197,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0229
0,0,0.4843
0.0288,0.0043,2.1422
0.1608,0.2217,4.5148
0.3336,1.2437,6.9276
0.5064,2.635,8.7603
0.624,3.852,10.0474
0.7008,4.7423,10.6377
0.7296,5.2926,10.4385
0.696,5.4801,9.3875
0.6048,5.3446,7.5045
0.4788,4.8878,5.2868
0.3204,4.0988,2.8972
0.1428,2.9664,0.866
0.012,1.6424,0.0739
0,0.4529,0.0014
0,0.0192,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0336
0,0,0.8101
0.0264,0.0031,3.074
0.1428,0.2147,5.9668
0.2832,1.2255,8.6697
0.4116,2.6147,10.5474
0.5328,3.8076,11.734
0.6012,4.6582,12.1817
0.6312,5.1689,11.5753
0.6252,5.3165,10.1732
0.564,5.1436,8.0869
0.4572,4.6388,5.6892
0.312,3.8386,3.1045
0.1428,2.7849,1.0091
0.012,1.5365,0.1099
0,0.4179,0.0013
0,0.0132,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0258
0,0,0.7006
0.0324,0.0043,2.8224
0.1788,0.1857,5.8226
0.366,1.1727,8.7502
0.5568,2.5588,10.9641
0.6684,3.7643,12.4455
0.7152,4.6189,13.0696
0.7248,5.1081,12.8571
0.6864,5.2625,11.5552
0.5616,5.1174,9.5266
0.3804,4.6407,6.7392
0.216,3.852,3.6356
0.084,2.8173,1.1333
0.006,1.5979,0.1033
0,0.4325,0.001
0,0.0121,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0139
0,0,0.5254
0.0372,0.0032,2.5238
0.2136,0.1888,5.8764
0.4164,1.1417,9.01
0.612,2.4807,11.3014
0.744,3.6874,12.5998
0.8136,4.5163,13.0435
0.8268,4.9895,12.6698
0.786,5.1433,11.5522
0.6744,4.9324,9.5366
0.51,4.428,6.7746
0.342,3.6578,3.5881
0.1512,2.6659,1.1246
0.0096,1.4848,0.1002
0,0.3992,0.0008
0,0.011,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0193
0,0,0.8414
0.0384,0.0032,3.4967
0.24,0.189,7.088
0.4632,1.0597,10.4269
0.6432,2.2325,12.9906
0.7692,3.3868,14.5389
0.84,4.2293,15.0666
0.8532,4.7643,14.5991
0.816,4.9003,13.1654
0.7272,4.7509,10.7699
0.5832,4.3329,7.4627
0.39,3.6709,3.8547
0.1716,2.6844,1.1107
0.0108,1.4339,0.0944
0,0.3654,0.0006
0,0.0104,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.019
0,0,0.8516
0.0372,0.002,3.5575
0.24,0.1809,7.146
0.4608,1.0519,10.3759
0.6336,2.2636,12.7431
0.7536,3.3687,14.0254
0.8196,4.2277,14.2669
0.8436,4.8383,13.5733
0.8064,5.0335,12.1867
0.6828,4.838,9.879
0.4788,4.2997,6.85
0.2952,3.5002,3.5821
0.1272,2.5687,1.0411
0.0084,1.4345,0.0877
0,0.3786,0.0006
0,0.0093,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0162
0,0,0.8008
0.0264,0.0018,3.4595
0.1536,0.1841,6.8257
0.3012,1.0401,9.7159
0.444,2.2429,11.6867
0.5364,3.353,12.9334
0.5868,4.25,13.2736
0.6216,4.9163,12.6848
0.6048,5.1223,11.237
0.5172,4.9843,8.9092
0.4092,4.4683,5.929
0.2736,3.676,2.8617
0.1272,2.5742,0.7641
0.0096,1.4071,0.0645
0,0.3802,0.0005
0,0.0082,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0143
0,0,0.6699
0.0156,0.0015,2.7349
0.1092,0.1606,5.5687
0.2196,1.0266,8.3297
0.3036,2.311,10.4275
0.372,3.4665,11.6144
0.3936,4.3778,11.7468
0.3828,4.9263,10.9823
0.3468,5.1479,9.6037
0.2844,4.9983,7.5084
0.2028,4.4857,5.1864
0.1248,3.6347,2.7062
5.04E-02,2.7225,0.829
0.0024,1.5396,0.0615
0,0.3781,0.0003
0,0.0071,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0072
0,0,0.5274
0.0276,0.0006,2.48
0.1788,0.146,5.4767
0.3564,1.1149,8.4547
0.51,2.4798,10.5619
0.606,3.6587,11.6724
0.6756,4.5575,11.9409
0.7224,5.0713,11.3171
0.7308,5.0876,9.9727
0.6756,4.9159,8.0597
0.5484,4.4779,5.62
0.3708,3.7673,3.0477
1.60E-01,2.729,0.996
0.0072,1.5255,0.0718
0,0.3859,0.0003
0,0.006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0065
0,0,0.502
0.0324,0.0007,2.4801
0.2304,0.1744,5.5474
0.4476,1.1485,8.3022
0.624,2.4809,10.3593
0.7392,3.6732,11.7306
0.798,4.5475,12.1662
0.8004,5.1271,11.7188
0.7596,5.3119,10.2731
0.6708,5.1692,8.3339
0.5352,4.6893,5.8386
0.3576,3.9044,2.9879
1.54E-01,2.8126,0.8646
0.006,1.4972,0.054
0,0.3513,0.0003
0,0.0055,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0047
0,0,0.4225
0.0276,0.0006,2.0642
0.2364,0.1741,4.9115
0.4644,1.1377,7.8274
0.6492,2.52,9.9666
0.774,3.7283,11.2221
0.8436,4.59,11.7089
0.8556,5.1189,11.1349
0.8184,5.3032,9.7739
0.7296,5.1606,7.9698
0.5844,4.748,5.7912
0.3888,3.9552,3.1439
1.64E-01,2.8366,0.9652
0.006,1.4988,0.0614
0,0.3486,0.0003
0,0.0044,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0008
0,0,0.4156
0.0264,0.0006,2.1916
0.2316,0.1683,5.0402
0.4596,1.0171,7.5897
0.6348,2.1667,9.571
0.7596,3.1956,10.8711
0.834,3.9961,11.4621
0.8472,4.4442,11.2383
0.8112,4.5231,10.1007
0.7212,4.2084,8.2521
0.576,3.7525,5.7832
0.3816,3.2092,3.0446
1.60E-01,2.3771,0.9058
0.006,1.2466,0.0572
0,0.2762,0.0001
0,0.0038,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0051
0,0,0.4942
0.0264,0.0006,2.4697
0.2316,0.1693,5.4573
0.4596,1.0451,8.1305
0.648,2.3233,10.0349
0.774,3.4483,11.1832
0.8436,4.2309,11.6085
0.8568,4.8466,11.2126
0.8184,5.0198,10.1943
0.7272,4.7524,8.409
0.582,4.1409,6.0602
0.3852,3.4077,3.2898
1.60E-01,2.5293,0.9641
0.0048,1.3531,0.0553
0,0.316,0.0001
0,0.0033,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0014
0,0,0.5244
0.0252,0.0005,2.7721
0.2292,0.1074,5.8048
0.4572,0.9134,8.7875
0.642,2.2146,10.9426
0.7668,3.3669,12.0986
0.8352,4.1926,12.4669
0.8508,4.6894,12.0187
0.8136,4.8349,10.1583
0.7224,4.6301,7.6403
0.5748,4.2012,5.2614
0.3696,3.4279,2.463
1.50E-01,2.437,0.7017
0.006,1.2924,0.0349
0,0.2993,0.0001
0,0.0028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0029
0,0,0.5882
0.024,0.0005,3.1365
0.2064,0.1444,6.922
0.39,0.9583,10.4657
0.504,2.1972,13.1854
0.5424,3.2814,14.6739
0.5772,4.0307,14.9034
0.6132,4.5485,14.3327
0.6216,4.7091,12.7443
0.6108,4.5469,9.9893
0.486,4.0776,6.7016
0.318,3.3129,3.4709
1.10E-01,2.3153,0.9992
0.0024,1.1506,0.0453
0,0.2497,0.0001
0,0.0022,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0003
0,0,0.4603
0.0264,0.0006,2.9671
0.2544,0.1457,6.6609
0.4968,0.8111,10.0946
0.69,1.7672,12.81
0.8196,2.7927,14.7746
0.8868,3.6811,15.6292
0.8964,4.2756,15.1507
0.8508,4.6014,13.8792
0.756,4.6249,11.3908
0.6024,4.2768,7.9625
0.3984,3.5154,4.0836
1.63E-01,2.3942,1.0665
0.0036,1.1771,0.0446
0,0.2327,0
0,0.0006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0028
0,0,0.7143
0.0252,0.0005,3.6361
0.2436,0.1407,7.8256
0.4884,0.8867,11.5747
0.6864,2.0073,14.2974
0.8196,3.1637,15.89
0.8916,4.0797,16.357
0.9048,4.7114,15.805
0.8628,4.8752,14.2849
0.7668,4.6426,11.7226
0.6132,4.0556,8.1599
0.4044,3.1663,4.0145
1.62E-01,2.0884,0.9791
0.0036,1.0057,0.0355
0,0.2072,0
0,0.0006,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0021
0,0,0.7286
0.0252,0.0005,3.5173
0.24,0.1172,7.4977
0.4776,0.7987,10.9512
0.6636,2.0209,13.4084
0.7872,3.0602,15.0982
0.834,3.7902,15.5534
0.8448,4.2104,14.9256
0.8088,4.2769,13.3361
0.7164,4.0698,10.8994
0.5712,3.6532,7.3143
0.3708,3.0678,3.5669
1.43E-01,2.2523,0.8757
0.0036,1.2549,0.0296
0,0.2913,0
0,0.0011,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0018
0,0,0.6471
0.0192,0.0004,3.254
0.1992,0.0598,7.0752
0.4152,0.7811,10.5498
0.588,2.0175,13.182
0.6948,3.1527,14.6925
0.7428,3.9928,15.0074
0.726,4.5863,14.2168
0.6708,4.7986,12.6008
0.5616,4.7082,9.946
0.3852,4.3253,6.5816
0.2592,3.6604,2.904
1.10E-01,2.6599,0.6026
0.0024,1.3913,0.0239
0,0.2694,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0012
0,0,0.5697
0.0108,0.0002,2.7517
0.084,0.0997,5.7961
0.1596,0.9997,8.3708
0.24,2.4722,10.3918
0.2796,3.7471,11.5046
0.252,4.6969,11.9398
0.2364,5.2265,11.1824
0.21,5.4112,9.5162
0.1608,5.2752,7.4067
0.1068,4.8541,4.7196
0.0672,4.0325,1.9821
2.28E-02,2.8681,0.3922
0,1.4137,0.024
0,0.2522,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0,0,0.5206
0.012,0.0003,2.6362
0.1284,0.1418,5.8494
0.2844,1.0919,9.0318
0.4092,2.5357,11.5722
0.528,3.7714,13.3293
0.612,4.6529,14.0957
0.606,5.229,13.701
0.552,5.4203,12.2322
0.4548,5.2518,9.6268
0.3252,4.7785,6.2806
0.1872,3.919,2.9273
6.24E-02,2.752,0.6925
0,1.3485,0.0256
0,0.2383,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.4883
0.0084,0.0002,2.9224
0.0984,0.1374,6.4989
0.2436,1.0403,9.816
0.408,2.3966,12.3379
0.516,3.5465,13.9019
0.588,4.3593,14.4476
0.6084,4.9593,13.9313
0.5724,5.1799,12.3517
0.4944,5.1122,9.8636
0.3708,4.7221,6.6518
0.2436,3.8984,3.0937
9.60E-02,2.7194,0.725
0.0012,1.3396,0.0321
0,0.229,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0009
0,0,0.5208
0.012,0.0003,2.7386
0.1224,0.1216,6.0756
0.2328,0.944,9.116
0.2928,2.3009,11.4442
0.3492,3.6189,12.6899
0.3864,4.6206,13.0702
0.4032,5.2277,12.3244
0.4416,5.444,10.9873
0.4992,5.3179,8.9312
0.432,4.8235,5.9032
0.2844,3.9637,2.5993
0.0948,2.7349,0.5682
0,1.3138,0.0287
0,0.23,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0001
0,0,0.5124
0.0084,0.0002,2.4905
0.1212,0.0506,5.1989
0.2832,0.7392,7.8625
0.4392,2.0184,9.9936
0.5424,3.1782,11.5447
0.5616,4.1048,12.1336
0.5376,4.8705,11.3439
0.4752,5.2935,9.7153
0.3756,5.1312,7.495
0.3408,4.5955,4.6877
0.2448,3.8349,1.9831
0.1032,2.7576,0.4686
0.0012,1.38E+00,0.028
0,0.2307,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.144
0.018,0.0004,1.2089
0.2136,0.1139,3.6703
0.45,0.9949,6.5011
0.6336,2.4646,8.9158
