PJM,SPP,TRE,SOU,WECC,EICW,NE
1.6098,0.3129,0.156,0.9765,0.0481,0.683,1.3889
2.1393,0.832,0.384,1.5964,0.9078,1.2957,2.123
2.5078,1.362,0.6108,2.0936,2.5497,1.5938,2.5683
2.8837,1.6122,0.7548,2.3791,4.0581,2.1745,2.7246
3.5643,1.878,0.8124,2.5607,5.1768,2.8329,2.7117
3.1572,1.7487,0.7128,2.4228,5.7093,2.7765,2.5167
2.6243,1.7035,0.612,2.0238,5.838,2.6641,2.0705
1.9484,1.438,0.474,1.4154,5.7252,2.2047,1.4158
1.0284,1.0843,0.336,0.8596,5.1453,1.4682,0.5568
0.323,0.6309,0.1512,0.2348,4.1665,0.6421,0.0331
0.0144,0.1805,0.036,0.0001,2.8092,0.0754,0
0,0.0021,0,0,1.1508,0.0001,0
0,0,0,0,0.1007,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0177,0,0,0.0095,0,0,0.0614
0.3454,0.0053,0,0.3941,0,0.2913,0.5566
0.9961,0.5411,0.0528,0.9302,0.0536,1.4852,0.8752
1.7714,1.3817,0.156,1.4027,0.9071,2.6472,1.4561
2.5248,2.0292,0.2508,1.8121,2.5073,3.4411,2.1209
3.0041,2.4978,0.3756,2.1685,3.8703,3.914,2.645
3.2028,2.7352,0.4704,2.2446,4.8473,4.1532,2.7879
3.2178,2.7518,0.4296,2.0955,5.3351,4.1381,2.6617
2.8535,2.5862,0.3132,1.8096,5.52,3.8694,1.8982
2.1717,2.262,0.2424,1.3649,5.4096,3.2079,1.042
1.3162,1.7306,0.2064,0.9049,4.8831,2.3515,0.337
0.4363,1.0578,0.1584,0.2647,3.9929,1.1268,0.0247
0.0162,0.3278,0.0516,0.0008,2.6962,0.1432,0
0,0.0078,0,0,1.1387,0.0003,0
0,0,0,0,0.1019,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0741,0,0,0.0149,0,0.0008,0.114
0.9565,0.0136,0,0.56,0,0.2832,0.8613
2.207,0.5678,0.0288,1.2292,0.0569,1.3701,1.6366
3.1953,1.3588,0.0684,1.9791,0.9152,2.5801,2.2539
3.8188,1.9791,0.102,2.5393,2.4586,3.7756,2.6324
3.9737,2.3937,0.1512,2.8024,3.7364,4.3116,2.7026
3.5303,2.6296,0.186,2.8564,4.6745,4.6454,2.2058
3.3062,2.6463,0.186,2.7537,5.2434,4.6699,1.5294
3.2911,2.5001,0.1776,2.422,5.294,4.294,1.5072
2.6935,2.1956,0.144,1.8625,5.0599,3.5756,1.4369
1.6177,1.6851,0.1044,1.1847,4.5083,2.5045,0.6208
0.4912,0.9767,0.0516,0.3771,3.7846,1.1715,0.0435
0.0186,0.2901,0.0132,0.0003,2.6329,0.1367,0
0,0.0056,0,0,1.1303,0.0003,0
0,0,0,0,0.0917,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0928,0,0,0.0143,0,0.0009,0.1956
0.9898,0.0015,0,0.5231,0,0.3337,1.1042
2.1595,0.163,0.0696,1.2588,0.0354,1.2528,1.9233
3.0632,0.5357,0.216,1.889,0.6332,2.1822,2.5203
3.6185,0.813,0.3792,2.3302,1.8728,2.8227,2.8942
3.8137,1.1106,0.5124,2.5048,3.2318,3.1836,2.9984
3.842,1.1813,0.5376,2.5044,4.2593,3.3732,2.9781
3.6059,1.1335,0.492,2.3794,4.7964,3.3803,2.7591
3.0597,0.9965,0.3552,2.0815,4.9316,2.8576,2.3155
2.1301,0.7471,0.2496,1.5712,4.7533,1.9912,1.6611
1.1761,0.5893,0.2352,0.9056,4.1996,1.2183,0.8248
0.2659,0.3892,0.1968,0.2936,3.3967,0.4675,0.0882
0.0027,0.1637,0.0696,0.0001,2.3478,0.0503,0
0,0.0169,0,0,0.9713,0.0002,0
0,0,0,0,0.0838,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0569,0,0,0.0107,0,0.0004,0.1072
0.5691,0.0091,0.006,0.3114,0.0001,0.069,0.7921
1.5046,0.2467,0.2016,0.8378,0.0445,0.5257,1.749
2.4,0.7781,0.4428,1.4889,0.6418,1.2182,2.3627
2.9953,1.4985,0.6192,1.988,1.7144,2.1869,2.6885
3.0938,2.1932,0.7236,2.2375,2.7733,2.6676,2.8058
2.9412,2.6807,0.7812,2.2452,3.7965,2.8242,2.7487
2.6574,2.7362,0.8028,2.0722,4.5637,2.8213,2.2561
2.0227,2.6249,0.7692,1.7356,4.75,2.8156,1.5956
1.2882,2.3201,0.6816,1.2641,4.2497,2.4656,1.1097
0.5829,1.8117,0.5292,0.754,3.6692,1.7307,0.445
0.1967,1.1202,0.2988,0.2609,3.154,0.8717,0.0306
0.0111,0.3758,0.0924,0.0008,2.1744,0.1512,0
0,0.0173,0,0,0.9055,0.0003,0
0,0,0,0,0.0733,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0083,0,0,0.0107,0,0.0002,0.025
0.2196,0.0178,0.006,0.3398,0.0001,0.2852,0.1797
0.7987,0.5344,0.1344,0.9155,0.0579,1.4017,0.4856
1.8881,1.3257,0.27,1.3977,0.6876,2.7443,1.0015
2.6545,1.9603,0.3384,1.7785,1.7135,3.6558,1.5151
3.121,2.3801,0.4164,1.9651,2.9956,4.2354,2.0758
3.3566,2.6099,0.5112,2.1805,4.1871,4.4385,2.4236
3.2359,2.6772,0.6216,2.1517,4.9057,4.3371,2.2832
2.7695,2.5666,0.654,1.8797,5.1131,4.0055,1.7402
1.961,2.2437,0.5604,1.3585,5.0319,3.2446,1.1237
1.1035,1.7242,0.3792,0.7611,4.5881,2.1644,0.5404
0.2978,1.042,0.1332,0.2346,3.7678,0.9915,0.049
0.0126,0.3515,0.03,0.0007,2.5916,0.1358,0
0,0.0186,0,0,1.1227,0.0002,0
0,0,0,0,0.1136,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0796,0,0,0.0232,0,0.0008,0.1528
0.8001,0.0123,0.0048,0.6051,0.0001,0.3392,0.8379
1.8216,0.396,0.1392,1.3364,0.0586,1.4405,1.5386
2.74,1.0898,0.3312,1.9613,0.7981,2.578,2.1057
3.4215,1.8462,0.4992,2.3864,2.1182,3.489,2.5586
3.7327,2.3012,0.5736,2.5628,3.348,4.1232,2.6988
3.775,2.5352,0.5688,2.5932,4.337,4.3235,2.6876
3.523,2.5221,0.51,2.4648,4.8167,4.1936,2.4979
3.0429,2.4,0.5508,2.1668,4.9566,3.7921,2.1128
2.3655,2.1712,0.6072,1.6765,4.8042,3.1337,1.4953
1.3971,1.6668,0.5208,1.0002,4.3503,2.0061,0.7389
0.3488,0.9796,0.2916,0.2871,3.552,0.8652,0.0944
0.009,0.3061,0.078,0.0004,2.3894,0.1332,0
0,0.0183,0,0,1.0117,0.0001,0
0,0,0,0,0.0971,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0708,0,0,0.0202,0,0.001,0.0709
0.6701,0.0079,0.0036,0.493,0.0001,0.1089,0.4193
1.4744,0.3528,0.102,1.1598,0.0751,0.6537,1.0912
2.1416,0.9161,0.2496,1.635,0.8657,1.3444,1.728
2.6613,1.4703,0.3972,1.9486,2.1513,1.9313,2.288
3.0046,1.8691,0.4692,2.0443,3.3055,2.3703,2.5656
2.9586,2.0697,0.4608,1.9822,4.1566,2.5196,2.6038
2.5513,2.1131,0.4548,1.6824,4.6511,2.4085,2.2269
2.0522,2.0316,0.498,1.3234,4.8557,2.187,1.7536
1.4199,1.7998,0.516,0.9738,4.8138,1.815,0.9538
0.7473,1.399,0.4704,0.5797,4.3334,1.2488,0.3162
0.1626,0.8857,0.3024,0.1857,3.5263,0.6351,0.0276
0.006,0.3132,0.096,0.0006,2.3881,0.1262,0
0,1.90E-02,0,0,0.9678,0.0001,0
0,0,0,0,0.076,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0292,0,0,0.0256,0,0.0006,0.0299
0.358,0.0159,0.0048,0.5688,0.0001,0.2248,0.1602
1.0205,0.441,0.1476,1.2904,0.0832,1.0857,0.3186
1.7969,1.1555,0.3804,1.8257,0.7565,2.1363,0.4619
2.3187,1.8291,0.57,2.2121,1.765,2.9598,0.5443
2.451,2.1859,0.6828,2.3181,2.6709,3.3704,0.6099
2.3718,2.2514,0.7284,2.2937,3.5365,3.4298,0.6441
2.0917,2.2399,0.7752,2.1225,4.0733,3.2958,0.6025
1.6723,2.0853,0.726,1.8287,4.4704,2.9676,0.5468
1.1353,1.7317,0.4908,1.3935,4.3459,2.2948,0.412
0.6129,1.332,0.216,0.8591,3.8481,1.491,0.1703
0.1995,0.8513,0.072,0.2834,3.0248,0.6973,0.0259
0.0109,0.2889,0.0216,0.0009,2.0562,0.1046,0
0,0.0192,0,0,0.8152,0.0001,0
0,0,0,0,0.055,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0481,0,0,0.0303,0,0.0005,0.0878
0.5075,0.0098,0.0036,0.6167,0.0001,0.2694,0.5555
1.451,0.2886,0.0888,1.3567,0.0821,1.0662,1.4464
2.2669,0.7628,0.2304,1.9477,0.6182,1.8789,2.165
2.8843,1.267,0.4452,2.3704,1.4072,2.5242,2.5557
3.1094,1.7866,0.6432,2.5905,2.3553,3.0166,2.775
2.9407,2.066,0.7416,2.6066,3.1141,3.1938,2.8111
2.5567,2.1252,0.6828,2.4499,3.4577,3.0819,2.6303
2.0679,1.9692,0.5088,2.1138,3.8563,2.6204,2.2302
1.4439,1.6702,0.336,1.6237,3.7714,1.9381,1.6076
0.7794,1.2279,0.2076,0.9964,3.0921,1.2329,0.8049
0.1975,0.7271,0.1164,0.3347,2.6539,0.5533,0.1063
0.0049,0.2656,0.048,0.0007,1.7348,0.0901,0
0,0.0189,0,0,0.6519,0.0002,0
0,0,0,0,0.0783,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0495,0,0,0.0327,0,0.0007,0.0365
0.4637,0.0163,0.006,0.5993,0.0001,0.1838,0.259
1.1668,0.3219,0.1116,1.2756,0.054,0.9013,0.6811
1.9368,0.7792,0.2604,1.8257,0.4784,1.7371,1.3405
2.59,1.3584,0.4716,2.2316,1.4033,2.5224,1.9628
2.9758,1.7498,0.6684,2.4458,2.3993,2.9505,2.3591
3.0512,1.8935,0.7344,2.4948,3.1282,3.1283,2.4299
2.822,1.8517,0.6156,2.3804,3.4089,3.0381,2.3149
2.374,1.5286,0.3972,2.0696,3.4753,2.6363,1.9889
1.7468,1.0444,0.24,1.62,3.4103,1.9718,1.4544
0.9843,0.7124,0.1572,1.0427,2.9993,1.2084,0.7391
0.265,0.5125,0.096,0.3834,2.3954,0.5738,0.1018
0.0097,0.1542,0.0324,0.0009,1.7849,0.1052,0
0,0.0058,0,0,0.867,0.0001,0
0,0,0,0,0.1232,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1022,0,0,0.0285,0,0.0022,0.167
0.7662,0.0121,0.0012,0.5315,0,0.2531,0.8846
1.6329,0.2612,0.0948,1.2856,0.0724,0.9284,1.6796
2.3175,0.6337,0.3276,1.912,0.5905,1.7572,2.231
2.7792,1.0029,0.5304,2.3056,1.9772,2.4212,2.5916
2.9433,1.1874,0.672,2.502,3.3756,2.6695,2.7372
2.6951,1.1609,0.8196,2.5372,4.312,2.6087,2.6707
2.3819,1.0447,0.8316,2.3539,4.6668,2.3652,2.3923
1.9258,0.8488,0.7476,1.9673,4.7379,1.9493,1.9174
1.3471,0.6762,0.5652,1.5375,4.5806,1.5718,1.3216
0.7102,0.5402,0.3576,0.9811,4.0375,1.0812,0.6724
0.16,0.316,0.1944,0.3495,3.33,0.5434,0.0981
0.0025,0.1116,0.0648,0.0008,2.3138,0.0811,0
0,0.0125,0,0,1.142,0.0001,0
0,0,0,0,0.1616,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1245,0,0,0.0214,0,0.0011,0.2063
0.79,8.90E-03,0.0012,0.3744,0,0.191,0.9106
1.6546,0.1787,0.0408,0.9494,0.0788,0.8548,1.6824
2.3548,0.5043,0.0888,1.5409,0.9496,1.6032,2.2863
2.8692,0.6761,0.1416,1.9501,2.4074,2.3545,2.6513
3.2727,0.9544,0.2052,2.1229,3.5843,2.8508,2.7958
3.3109,1.0665,0.2472,2.0888,4.5443,2.916,2.7585
3.1315,1.036,0.258,1.9278,5.0789,2.6268,2.5286
2.6707,0.9237,0.2412,1.6665,5.2414,2.2785,2.1306
1.9827,0.74,0.2124,1.2991,5.1984,1.8034,1.5481
1.132,0.5681,0.1788,0.8094,4.7051,1.1974,0.801
0.391,0.3451,0.1008,0.2995,3.8373,0.5461,0.1325
0.0295,0.1414,0.024,0.0006,2.6393,0.088,0
0,1.88E-02,0,0,1.2002,0.0001,0
0,0,0,0,0.1432,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0899,0,0,0.0298,0,0.0021,0.2176
0.6316,0.0128,0.0036,0.5226,0.0001,0.3217,0.8784
1.3943,0.1711,0.1116,1.2714,0.1116,1.1365,1.5209
2.0498,0.4771,0.312,1.93,1.0557,1.9728,1.855
2.5216,0.7854,0.5268,2.3479,2.5592,2.5354,2.1099
2.7202,1.0835,0.7296,2.554,3.878,2.92,2.2144
2.7811,1.2369,0.8856,2.5813,4.8373,3.1258,2.221
2.6218,1.2473,0.9444,2.4636,5.339,3.0761,2.0786
2.2618,1.2396,0.924,2.1944,5.5184,2.86,1.6883
1.6877,1.0765,0.8232,1.7309,5.3946,2.3364,1.1076
1.0192,0.8063,0.6564,1.0935,4.8728,1.6472,0.553
0.3796,0.4635,0.4296,0.3819,3.9948,0.764,0.09
0.0318,0.2024,0.162,0.0001,2.7682,0.1193,0
0,0.024,0.0012,0,1.2764,0.0007,0
0,0,0,0,0.1634,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1118,0,0,0.0381,0,0.0038,0.2534
0.803,0.0289,0.0156,0.5969,0.0003,0.3629,1.0262
1.7506,0.3549,0.2472,1.2765,0.1138,1.2531,1.7615
2.4954,0.8911,0.5136,1.9071,1.0072,2.2244,2.2942
2.9664,1.4776,0.7212,2.3445,2.5043,3.0148,2.5644
3.2418,1.9493,0.8628,2.6002,3.7784,3.4694,2.6545
3.3061,2.1554,0.9384,2.6538,4.7206,3.6683,2.4824
3.0512,2.1002,0.9552,2.5281,5.2585,3.4805,2.2416
2.6045,1.9383,0.9144,2.208,5.4584,2.9269,1.835
1.768,1.6089,0.8136,1.7329,5.2476,2.2063,1.2268
0.8587,1.1435,0.6492,1.1027,4.6984,1.268,0.6087
0.2387,0.6681,0.4248,0.3972,3.8301,0.5601,0.0971
0.0047,0.2533,0.1608,0.0017,2.6517,0.1082,0
0,0.0251,0.0012,0,1.2215,0.0007,0
0,0,0,0,0.1652,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1428,0,0,0.0428,0,0.0041,0.2304
0.7935,0.026,0.0156,0.6408,0.0003,0.2341,0.9249
1.537,0.3851,0.2424,1.386,0.1144,0.9194,1.6508
2.2282,1.049,0.51,1.9735,0.9168,1.7121,2.1825
2.8041,1.7588,0.7176,2.3687,2.2952,2.3743,2.4834
2.9009,2.1667,0.858,2.5486,3.7145,2.8383,2.6827
2.6979,2.3214,0.9324,2.4583,4.7713,2.8107,2.6288
2.4595,2.3098,0.948,2.1775,5.4295,2.6438,2.2407
2.1203,2.1549,0.9036,1.7612,5.6239,2.3942,1.7564
1.5787,1.9392,0.8004,1.3483,5.2601,2.0111,1.2103
0.8733,1.585,0.6396,0.8558,4.4021,1.4476,0.5489
0.2472,1.1042,0.4152,0.3219,3.4727,0.8311,0.0857
0.0198,0.4423,0.1572,0.0042,2.5254,0.2088,0
0,0.0295,0.0012,0,1.1771,0.0005,0
0,0,0,0,0.1768,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.071,0,0,0.0386,0,0.001,0.1675
0.4677,0.0529,0.0168,0.5819,0.0004,0.2427,0.8051
0.9897,0.6735,0.24,1.2715,0.1158,1.0326,1.2011
1.4847,1.4694,0.5004,1.8393,0.8484,1.8471,1.2537
1.8671,2.106,0.7032,2.2295,2.1151,2.5247,1.5188
1.9754,2.5372,0.8412,2.4794,3.6423,3.0217,1.5979
1.8276,2.7856,0.9168,2.5599,4.6896,3.2725,1.3525
1.5815,2.8468,0.9348,2.4451,5.1955,3.2132,1.0858
1.2987,2.7267,0.894,2.1352,5.4579,2.9871,0.8625
0.956,2.4283,0.7932,1.6121,5.3088,2.603,0.6455
0.5142,1.9324,0.6312,0.9839,4.6801,1.8764,0.293
0.1687,1.2723,0.4092,0.351,3.6266,1.0177,0.0453
0.017,0.5149,0.156,0.0043,2.4157,0.2695,0
0,0.0323,0.0012,0,1.139,0.0008,0
0,0,0,0,0.2052,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0227,0,0,0.05,0,0.0022,0.0437
0.2718,0.055,0.0168,0.6019,0.0004,0.3362,0.1414
0.6932,0.6466,0.2364,1.2254,0.0957,1.433,0.259
1.199,1.4153,0.4932,1.7563,0.5727,2.6445,0.3705
1.7492,2.0438,0.6948,2.0921,1.4038,3.441,0.4661
2.2149,2.4752,0.8316,2.2353,2.3134,3.9835,0.5903
2.4418,2.7132,0.9072,2.1607,3.0056,4.2799,0.6463
2.449,2.7617,0.9252,2.005,3.6198,4.2215,0.6663
2.1551,2.6347,0.8856,1.7333,3.9182,3.8066,0.6006
1.6019,2.3189,0.7872,1.363,3.8917,3.1708,0.4134
0.985,1.815,0.6264,0.8889,3.501,2.2301,0.2076
0.3903,1.1616,0.4068,0.3263,2.6779,1.2072,0.0516
4.74E-02,0.4429,0.1572,0.0033,1.5365,0.2777,0
0,0.0206,0.0012,0,0.5675,0.001,0
0,0,0,0,0.047,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1495,0,0,0.0536,0,0.0078,0.2095
0.9808,0.0482,0.018,0.7286,0.0004,0.4916,0.8723
1.9262,0.5223,0.2424,1.5157,0.0576,1.6279,1.7408
2.697,1.1835,0.498,2.1483,0.6799,2.7927,2.5008
3.3164,1.8162,0.6984,2.5848,1.9889,3.7038,2.9317
3.5898,2.2743,0.8352,2.8214,3.3756,4.1934,2.9789
3.6838,2.5029,0.9108,2.8756,4.4529,4.3754,2.9778
3.6428,2.5559,0.9288,2.752,5.1494,4.3729,2.8893
3.2677,2.4651,0.8892,2.4439,5.4482,4.1255,2.4689
2.5534,2.2013,0.792,1.9493,5.3695,3.4849,1.8189
1.5986,1.7097,0.6324,1.2734,4.9387,2.5023,0.9651
0.5808,1.0553,0.414,0.4922,4.0458,1.3317,0.1915
5.32E-02,0.4082,0.162,0.0066,2.7819,0.2786,0
0,0.0298,0.0024,0,1.2985,0.0012,0
0,0,0,0,0.1922,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0001
0.2163,0,0,0.0524,0,0.0098,0.3951
1.154,0.0435,0.0168,0.7058,0.0004,0.4406,1.3333
2.2085,0.5078,0.15,1.4816,0.1136,1.4856,2.166
3.1629,1.2081,0.2748,2.0992,0.9061,2.6681,2.7645
3.7557,1.8185,0.3648,2.4397,2.2118,3.6144,3
3.8581,2.2554,0.4404,2.7396,3.368,4.1325,3
3.6833,2.4652,0.5184,2.8005,4.3443,4.2937,3
3.5312,2.5051,0.6312,2.6356,4.9048,4.1282,2.9752
3.2015,2.3539,0.7524,2.31,4.8739,3.7278,2.5207
2.6349,2.0375,0.7416,1.8817,4.7081,2.9433,1.7761
1.6732,1.5874,0.5856,1.2346,4.4135,1.936,0.8877
0.5487,1.0171,0.3588,0.4898,3.669,1.0044,0.1699
2.82E-02,0.4047,0.1344,0.0093,2.4745,0.2296,0
0,0.0336,0.0024,0,1.1787,0.0011,0
0,0,0,0,0.1822,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0001
0.1808,0,0,0.0517,0,0.0096,0.2695
0.9903,0.0588,0.0132,0.6064,0.0003,0.4699,1.0117
1.9425,0.5675,0.156,1.3296,0.127,1.5126,1.5678
2.7244,1.2769,0.3156,1.9142,1.0261,2.547,1.8963
3.3253,1.8563,0.3552,2.4194,2.2143,3.3808,2.2927
3.4811,2.2418,0.354,2.6251,3.1882,3.9257,2.1007
3.3228,2.4833,0.4548,2.6466,3.8174,4.1146,1.6617
2.9585,2.5896,0.6336,2.4961,4.1184,4.0927,1.1585
2.6537,2.4794,0.6984,2.1648,4.2725,3.7196,1.456
2.3053,2.1439,0.5664,1.6929,4.0172,3.0933,1.4092
1.499,1.6058,0.384,1.0788,3.3825,2.2025,0.699
0.5745,0.982,0.192,0.4002,2.392,1.1758,0.1469
6.45E-02,0.3986,0.0672,0.0055,1.3809,0.2775,0
0,0.0324,0,0,0.7057,0.001,0
0,0,0,0,0.1448,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.1899,0,0,0.0595,0,0.0127,0.2137
1.0528,0.0449,0.0108,0.6927,0.0002,0.503,0.8492
2.0491,0.451,0.0972,1.4477,0.075,1.497,1.5193
2.7986,1.0812,0.1884,2.0586,0.7195,2.3632,1.9417
3.1904,1.6095,0.2424,2.4722,1.9323,3.0782,2.2289
3.3264,2.0423,0.2556,2.6914,3.0976,3.6006,2.0739
3.3807,2.2642,0.258,2.7157,4.0102,3.8913,1.9909
3.2445,2.2966,0.2448,2.5086,4.5109,3.9044,1.6281
2.9285,2.1433,0.2316,2.1448,4.6745,3.5834,1.3802
2.2952,1.8243,0.204,1.4349,4.6208,2.956,1.0828
1.3779,1.3346,0.156,0.637,4.2167,2.0336,0.6884
0.4658,0.8613,0.0924,0.1822,3.5659,1.0308,0.1525
4.02E-02,0.3677,0.0336,0.0022,2.5304,0.2054,0
0,0.0342,0,0,1.1592,0.0015,0
0,0,0,0,0.1793,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.001
0.2013,0,0,0.06,0,0.0143,0.3713
0.936,0.0612,0.0108,0.6403,0.0002,0.2545,1.2381
1.7285,0.5847,0.1068,1.3407,0.119,0.9502,2.0241
2.4412,1.2946,0.2292,1.9465,0.9646,1.7408,2.6214
2.7237,1.8466,0.336,2.3952,2.2671,2.2067,2.9754
2.7194,2.2133,0.4584,2.5273,3.4132,2.427,2.9941
2.7851,2.4252,0.5304,2.3553,4.3778,2.5489,2.9983
2.9129,2.5116,0.522,2.2857,4.9148,2.5672,2.8676
2.5558,2.4012,0.42,1.9755,5.0962,2.2036,2.4443
1.8351,2.0947,0.2868,1.2656,4.8158,1.7478,1.7912
1.0116,1.5877,0.1848,0.533,4.1721,1.2484,1.0199
0.2993,0.9798,0.0996,0.1415,3.2728,0.6645,0.1992
0.0129,0.4018,0.0336,0.0013,2.1681,0.1712,0
0,0.0366,0,0,0.9641,0.0017,0
0,0,0,0,0.1474,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0004
0.0597,0,0,0.044,0,0.0118,0.0493
0.333,0.0344,0.0204,0.4273,0.0004,0.3882,0.159
0.6782,0.3282,0.2148,1.0047,0.1166,1.2243,0.2903
1.2023,0.9264,0.4356,1.4126,0.9015,2.183,0.4235
1.6396,1.5485,0.6108,1.7113,1.9817,2.8073,0.5419
2.0637,1.939,0.7176,1.8735,3.1392,3.3104,0.6475
2.0313,2.2507,0.7572,1.8749,4.1304,3.6834,0.7348
