PJM,SPP,TRE,SOU,WECC,EICW,NE
1.3405,0.3191,0.078,0.5427,0.0774,1.013,1.2582
2.1572,0.8446,0.2292,0.9996,0.4835,2.0144,1.8356
2.8202,1.4164,0.3924,1.4139,1.4766,2.9162,2.2994
3.2842,1.8998,0.5436,1.8046,2.766,3.6157,2.566
3.5301,2.2327,0.6516,2.0685,3.8442,4.0675,2.6314
3.5663,2.4128,0.7008,2.1918,4.591,4.2569,2.5434
3.3964,2.4428,0.6804,2.1456,5.0044,4.1871,2.335
3.0112,2.3386,0.624,1.9643,5.0911,3.882,2.0304
2.4134,2.1097,0.552,1.5953,4.8404,3.3428,1.6039
1.7368,1.7363,0.4284,1.126,4.4184,2.5949,1.0884
0.9674,1.2641,0.3156,0.5924,3.7951,1.7087,0.5281
0.3477,0.7284,0.1872,0.1536,2.8831,0.7991,0.1468
6.07E-02,0.2601,0.054,0.002,1.7884,0.227,0
0,0.031,0,0,0.7136,0.0094,0
0,0.0003,0,0,0.168,0.0001,0
0,0,0,0,0.0165,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0006,0,0,0,0,0,0.0102
0.1313,0,0,0.0114,0,0.0312,0.1988
0.5469,0.0626,0.0036,0.2229,0.0001,0.3049,0.6438
1.2708,0.3183,0.078,0.7484,0.0844,0.9893,1.2638
2.0077,0.8357,0.2472,1.3476,0.4771,1.8949,1.8011
2.585,1.3178,0.4332,1.8499,1.3957,2.6671,2.1972
2.9975,1.7415,0.5916,2.2001,2.6221,3.3016,2.4367
3.1956,2.1362,0.7056,2.407,3.6373,3.721,2.5369
3.2351,2.334,0.7692,2.4432,4.3281,3.8069,2.5344
3.0353,2.3687,0.78,2.3313,4.6047,3.7446,2.4364
2.6316,2.2703,0.744,2.0387,4.6362,3.4346,2.1127
2.0654,2.0345,0.6576,1.6205,4.4322,2.8793,1.6425
1.4114,1.6697,0.5304,1.1154,3.9897,2.1654,1.0617
0.7347,1.213,0.3588,0.5742,3.3285,1.3744,0.4813
0.2559,0.6922,0.186,0.1524,2.4769,0.6662,0.1456
2.23E-02,0.256,0.0588,0.002,1.521,0.1705,0
0,0.0303,0,0,0.5687,0.0075,0
0,0.0003,0,0,0.1207,0.0001,0
0,0,0,0,0.0055,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.005
0.1026,0,0,0.0114,0,0.0247,0.1134
0.456,0.0574,0.0036,0.2396,0.0001,0.2947,0.296
1.0305,0.2954,0.0864,0.7223,0.0752,0.9039,0.6477
1.6995,0.7649,0.2424,1.2476,0.4515,1.7444,1.2148
2.2751,1.3037,0.4164,1.6855,1.3708,2.484,1.8792
2.5915,1.6752,0.5616,1.9945,2.5288,3.0967,2.2757
2.7754,1.8654,0.6528,2.2094,3.5146,3.5143,2.3516
2.7694,2.0307,0.6708,2.2536,4.2489,3.7348,2.3382
2.5134,2.1816,0.6348,2.1562,4.7063,3.6615,2.2015
2.0436,2.1869,0.5496,1.9128,4.843,3.3148,1.9382
1.5449,1.9967,0.456,1.5357,4.6652,2.7625,1.5352
1.0593,1.6327,0.33,1.0178,4.2084,2.1614,1.0359
0.5633,1.1891,0.2172,0.541,3.4854,1.4538,0.5145
0.1864,0.6914,0.1272,0.1444,2.6041,0.7072,0.1521
1.39E-02,0.2599,0.042,0.0018,1.6344,0.1903,0
0,0.0296,0,0,0.64,0.0074,0
0,0.0003,0,0,0.1402,0.0001,0
0,0,0,0,0.0083,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0099
0.1021,0,0,0.009,0,0.0141,0.191
0.4689,0.0599,0,0.2193,0,0.2622,0.6395
1.0232,0.2992,0.0288,0.6534,0.0692,0.8304,1.2569
1.6251,0.7053,0.0816,1.1652,0.4438,1.6778,1.8067
2.1726,1.1387,0.1356,1.6365,1.3776,2.4882,2.2315
2.5989,1.4973,0.1836,2.0259,2.5832,3.1253,2.4979
2.8368,1.7528,0.2304,2.2683,3.6061,3.5216,2.61
2.8957,1.9244,0.282,2.3082,4.3044,3.7101,2.5642
2.7705,1.9768,0.3012,2.1851,4.7377,3.6816,2.331
2.5727,1.9223,0.3216,1.9308,4.86,3.4289,1.9619
2.1668,1.7677,0.3312,1.5461,4.692,2.9456,1.566
1.5698,1.568,0.288,1.0638,4.2806,2.3443,1.0352
0.9114,1.1813,0.2016,0.5501,3.5912,1.5716,0.4956
0.3588,0.6445,0.1212,0.1467,2.6806,0.7674,0.1443
5.47E-02,0.1963,0.0348,0.0015,1.6925,0.2054,0
0,0.0168,0,0,0.6992,0.0077,0
0,0.0003,0,0,0.1653,0.0001,0
0,0,0,0,0.0131,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0092
0.126,0,0,0.0072,0,0.0272,0.2056
0.5326,0.0563,0.0024,0.2276,0.0001,0.29,0.623
1.1877,0.3182,0.0768,0.6709,0.0726,0.9451,1.1968
1.8474,0.7978,0.2052,1.1582,0.4783,1.7791,1.7155
2.3878,1.2915,0.3276,1.5573,1.3798,2.5489,2.1031
2.7307,1.7231,0.4152,1.7958,2.5848,3.1705,2.354
2.9379,2.0317,0.4716,1.9484,3.6056,3.6275,2.4329
2.9603,2.1847,0.4992,1.9635,4.3846,3.7905,2.3246
2.8139,2.2241,0.4656,1.8258,4.8028,3.6907,2.0686
2.5341,2.1472,0.4236,1.5847,4.8953,3.4142,1.8051
2.0854,1.9318,0.3408,1.2898,4.7504,2.951,1.3805
1.5132,1.6005,0.2436,0.9209,4.3237,2.2889,0.9323
0.8714,1.1659,0.1608,0.4843,3.6713,1.491,0.4729
0.3349,0.6775,0.0828,0.1267,2.7252,0.7155,0.1407
5.47E-02,0.245,0.0216,0.001,1.7143,0.1934,0
0,0.0289,0,0,0.6986,0.007,0
0,0.0003,0,0,0.1474,0.0001,0
0,0,0,0,0.0077,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0006,0,0,0,0,0,0.0083
0.1206,0,0,0.0072,0,0.0283,0.1912
0.5178,0.058,0,0.2319,0,0.2854,0.605
1.2153,0.303,0.0468,0.6587,0.0705,0.9329,1.1989
1.9244,0.7854,0.126,1.1007,0.4486,1.7515,1.7526
2.5073,1.2987,0.21,1.4661,1.3403,2.5102,2.2089
2.923,1.7249,0.288,1.7031,2.4941,3.0824,2.4969
3.1634,2.048,0.3624,1.8593,3.5479,3.4236,2.5877
3.2262,2.2407,0.4044,1.8934,4.3161,3.5619,2.4972
3.0641,2.2763,0.4152,1.8393,4.8402,3.4379,2.315
2.7511,2.1865,0.3912,1.5978,5.0734,3.1003,1.9765
2.235,1.9612,0.3408,1.2785,4.9515,2.5594,1.5212
1.5812,1.6092,0.2688,0.8702,4.5325,1.9684,1.0184
0.8606,1.1673,0.186,0.4529,3.8164,1.2902,0.5135
0.3163,0.6826,0.096,0.1186,2.7979,0.6516,0.1457
0.0499,0.252,0.024,0.0008,1.7,0.1799,0
0,0.0293,0,0,0.6487,0.0066,0
0,0.0003,0,0,0.1432,0.0001,0
0,0,0,0,0.0044,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0091
0.1235,0,0,0.006,0,0.0229,0.1927
0.5239,0.056,0.0012,0.158,0,0.2921,0.6373
1.2008,0.3061,0.048,0.4727,0.0745,0.8643,1.254
1.8612,0.7695,0.126,0.8471,0.4861,1.5838,1.8097
2.4376,1.2811,0.1992,1.2695,1.3758,2.248,2.2381
2.7723,1.7096,0.258,1.6538,2.5077,2.7519,2.5137
2.9856,2.0171,0.3096,1.8983,3.5365,3.0339,2.6226
3.0474,2.1882,0.3468,1.9727,4.3028,3.1671,2.5539
2.8946,2.255,0.3672,1.885,4.7588,3.1185,2.3567
2.594,2.1689,0.3684,1.6714,4.9559,2.931,2.0714
2.0748,1.9533,0.3504,1.3601,4.8587,2.555,1.5552
1.4705,1.5546,0.3024,0.9577,4.4556,1.9778,0.9225
0.8412,1.1005,0.2328,0.5177,3.7082,1.3352,0.4253
0.3306,0.6545,0.138,0.1383,2.7815,0.703,0.1162
5.31E-02,0.2468,0.0408,0.0013,1.7212,0.1931,0
0,0.0286,0,0,0.7303,0.007,0
0,0.0003,0,0,0.1708,0.0001,0
0,0,0,0,0.0153,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0004
0.0893,0,0,0.0054,0,0.0223,0.06
0.4369,0.0557,0.0024,0.19,0.0001,0.2906,0.2112
1.0457,0.3097,0.0744,0.5612,0.0653,0.8834,0.5039
1.7349,0.8067,0.2112,0.9732,0.4583,1.646,0.9702
2.3402,1.3501,0.3708,1.3534,1.2642,2.3491,1.5818
2.8148,1.8246,0.5244,1.6036,2.2887,2.9121,2.0587
3.0991,2.1498,0.6324,1.7217,3.2161,3.2309,2.4239
3.1612,2.3348,0.6996,1.6894,3.8962,3.378,2.4246
2.9924,2.384,0.7164,1.5528,4.3499,3.3679,2.2594
2.6401,2.2924,0.6876,1.342,4.5354,3.179,1.9531
2.1202,2.0509,0.612,1.0378,4.4461,2.6703,1.5205
1.4871,1.6897,0.4956,0.6926,4.1194,2.0395,1.0094
0.8347,1.2173,0.348,0.3598,3.6399,1.3884,0.4951
0.3011,0.694,0.1872,0.092,2.864,0.7134,0.1125
4.69E-02,0.2374,0.054,0.0013,1.8042,0.1846,0
0,0.0242,0,0,0.7555,0.007,0
0,0.0003,0,0,0.1538,0.0001,0
0,0,0,0,0.0153,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0065
0.1207,0,0,0.0078,0,0.0167,0.1924
0.5233,0.0464,0.0036,0.2234,0.0001,0.2661,0.6132
1.1984,0.2846,0.0828,0.6556,0.0716,0.8374,1.1962
1.8812,0.78,0.2412,1.1124,0.482,1.6,1.7268
2.4226,1.3346,0.3984,1.4553,1.3396,2.2787,2.1581
2.7559,1.8032,0.528,1.6423,2.505,2.8355,2.42
3.0668,2.1234,0.618,1.6276,3.5444,3.287,2.5335
3.1274,2.2856,0.6684,1.6215,4.2957,3.4755,2.4973
2.9584,2.3265,0.6792,1.5238,4.7367,3.3866,2.2826
2.5297,2.2259,0.6456,1.3898,4.9222,3.0818,1.978
2.0222,2.0069,0.5784,1.152,4.8521,2.6067,1.5929
1.4266,1.6563,0.4656,0.8635,4.5262,2.0577,1.0474
0.8387,1.204,0.3408,0.5065,3.885,1.4373,0.4943
0.3145,0.6908,0.1872,0.1407,2.9788,0.7464,0.1341
4.88E-02,0.2308,0.054,0.0013,1.8592,0.1929,0
0,0.0246,0,0,0.7689,0.0075,0
0,0,0,0,0.1555,0,0
0,0,0,0,0.0148,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0064
0.0915,0,0,0.0048,0,0.02,0.1891
0.4608,0.0556,0.0024,0.2135,0.0001,0.2825,0.6319
1.0863,0.3016,0.0816,0.6624,0.0528,0.9375,1.2503
1.718,0.8263,0.2376,1.1419,0.3885,1.8263,1.8048
2.2534,1.3674,0.4056,1.5627,1.2273,2.6122,2.1993
2.6573,1.8261,0.5484,1.8705,2.417,3.2557,2.4683
2.9497,2.1536,0.6492,2.0524,3.5039,3.6902,2.586
3.1406,2.3353,0.708,2.1069,4.3238,3.8722,2.499
3.0127,2.3722,0.72,2.0344,4.8769,3.7883,2.0974
2.7291,2.2718,0.6864,1.8007,5.1007,3.4886,1.8053
2.2626,2.0107,0.6096,1.4387,4.9706,2.9472,1.4719
1.6131,1.6414,0.4932,0.977,4.606,2.2549,0.9303
0.9072,1.1775,0.3492,0.5228,3.9197,1.4546,0.4468
0.3327,0.679,0.1896,0.1392,2.9601,0.6951,0.1188
4.86E-02,0.2362,0.0588,0.0011,1.8435,0.1803,0
0,0.0259,0,0,0.7317,0.0066,0
0,0.0003,0,0,0.1553,0.0001,0
0,0,0,0,0.0142,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0023
0.1159,0,0,0.0054,0,0.0192,0.1757
0.5126,0.0543,0,0.2239,0,0.2693,0.5552
1.1749,0.2908,0.0396,0.6441,0.0685,0.8633,1.102
1.8711,0.7749,0.0912,1.0742,0.4636,1.6904,1.5318
2.4836,1.2728,0.1476,1.4178,1.378,2.4576,1.9685
2.903,1.6884,0.2004,1.6984,2.6363,3.0825,2.2454
3.153,1.9752,0.2652,1.8549,3.709,3.4848,2.3326
3.2082,2.1451,0.378,1.8773,4.4617,3.6926,2.2538
3.0316,2.1905,0.4836,1.7571,4.8868,3.6771,1.9964
2.7239,2.1085,0.5484,1.4901,5.0232,3.4325,1.6309
2.1646,1.8946,0.5004,1.1464,4.8315,2.9412,1.0861
1.4641,1.5494,0.3972,0.7568,4.4902,2.2514,0.4972
0.8596,1.1208,0.288,0.4187,3.8015,1.4796,0.3186
0.3289,0.6474,0.1584,0.1071,2.8925,0.7274,0.1044
4.96E-02,0.236,0.0432,0.001,1.7993,0.1862,0
0,0.0223,0,0,0.7241,0.0077,0
0,0.0003,0,0,0.1496,0.0001,0
0,0,0,0,0.0131,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.006
0.1104,0,0,0.0072,0,0.0187,0.1942
0.5091,0.0455,0.0012,0.1957,0,0.262,0.6273
1.1584,0.2935,0.0504,0.5847,0.0695,0.879,1.1821
1.7957,0.7326,0.132,1,0.4614,1.6906,1.5082
2.2786,1.2175,0.2208,1.3759,1.4017,2.4151,1.6333
2.6279,1.6381,0.324,1.6446,2.6593,2.9943,1.8815
2.8872,1.9273,0.4368,1.777,3.7639,3.4117,2.2595
2.9645,2.0402,0.4488,1.7782,4.5731,3.5815,2.4813
2.7977,2.0105,0.4128,1.6767,5.0377,3.5124,2.3049
2.4812,1.8533,0.366,1.4492,5.1344,3.2465,1.9172
2.0324,1.5848,0.3072,1.1299,4.8925,2.7719,1.4784
1.4355,1.273,0.228,0.7685,4.4287,2.0939,0.9673
0.7935,0.9437,0.1524,0.3675,3.7301,1.3476,0.4712
0.2916,0.5623,0.078,0.0912,2.8301,0.6521,0.1171
5.01E-02,0.2126,0.018,0.0009,1.7767,0.161,0
0,0.0225,0,0,0.7098,0.0059,0
0,0.0002,0,0,0.1538,0,0
0,0,0,0,0.0115,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0053
0.0633,0,0,0.0066,0,0.0203,0.1647
0.3492,0.0411,0,0.1622,0,0.2496,0.5881
0.8675,0.2823,0.0336,0.4754,0.0672,0.7589,1.1454
1.463,0.7101,0.102,0.7876,0.4672,1.4047,1.7057
1.919,1.1851,0.1644,1.0535,1.3885,2.0526,2.1029
2.3154,1.6113,0.2352,1.2381,2.5964,2.7963,2.3811
2.5163,1.9225,0.3036,1.3677,3.6431,3.3463,2.5861
2.5596,2.1108,0.36,1.3953,4.423,3.539,2.5765
2.4024,2.1272,0.3744,1.3162,4.9146,3.4595,2.336
2.0703,2.0173,0.3432,1.1003,5.1083,3.1599,1.8813
1.6377,1.7915,0.2964,0.8619,4.9993,2.6534,1.3721
1.1799,1.446,0.2304,0.6101,4.6044,1.9964,0.8562
0.7156,1.0322,0.1548,0.3361,3.9284,1.331,0.3821
0.2927,0.5961,0.0756,0.0871,2.9828,0.6709,0.1019
0.0509,0.2085,0.0168,0.0002,1.8353,0.1631,0
0,0.0205,0,0,0.738,0.0073,0
0,0.0002,0,0,0.1503,0.0001,0
0,0,0,0,0.0109,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0053
0.0822,0,0,0.0042,0,0.0171,0.1825
0.4059,0.0409,0,0.1705,0,0.2387,0.622
0.9991,0.2796,0.0168,0.4988,0.0615,0.8633,1.2531
1.6007,0.7823,0.0636,0.8599,0.4619,1.6907,1.8138
2.1147,1.2905,0.1236,1.1235,1.3892,2.4089,2.237
2.4384,1.7311,0.2016,1.3233,2.6117,2.9325,2.5058
2.6055,2.0452,0.2616,1.4172,3.6707,3.2765,2.5507
2.6019,2.2279,0.3012,1.4074,4.4591,3.4332,2.4269
2.4181,2.2465,0.3096,1.2781,4.9518,3.3457,2.1343
2.1238,2.1384,0.3048,1.1044,5.1516,3.0981,1.8267
1.7172,1.9278,0.2856,0.8793,5.0578,2.7038,1.4197
1.2582,1.5928,0.2316,0.5648,4.6448,2.1219,0.9522
0.744,1.1343,0.1704,0.2913,3.9536,1.4,0.4574
0.292,0.6822,0.0936,0.0708,2.9795,0.6887,0.1206
0.047,0.238,0.0264,0.0003,1.8089,0.1748,0
0,0.024,0,0,0.7389,0.0065,0
0,0.0002,0,0,0.137,0,0
0,0,0,0,0.0109,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0048
0.0856,0,0,0.0018,0,0.0157,0.1523
0.4341,0.0433,0,0.1056,0,0.2403,0.492
0.9608,0.281,0.0132,0.3269,0.0575,0.9368,0.88
1.5591,0.7486,0.0408,0.5652,0.4689,1.8511,1.2805
2.1382,1.2566,0.0816,0.7425,1.3862,2.668,1.7728
2.6388,1.7273,0.1416,0.8536,2.5971,3.281,2.2413
2.8861,2.0795,0.204,0.9216,3.6622,3.696,2.2775
2.9866,2.2639,0.2784,0.9376,4.4573,3.8275,2.2116
2.7978,2.2893,0.3264,0.8942,4.9444,3.6792,2.0516
2.5118,2.2074,0.3204,0.795,5.1124,3.4058,1.8163
2.0241,1.9821,0.2832,0.6571,4.9723,2.9139,1.438
1.4209,1.6071,0.2232,0.4833,4.566,2.2529,0.9752
0.7872,1.1357,0.144,0.2861,3.8743,1.452,0.4916
0.2827,0.6485,0.0672,0.075,2.856,0.6785,0.1332
0.048,0.234,0.0144,0.0001,1.7058,0.172,0
0,0.023,0,0,0.7305,0.0053,0
0,0.0002,0,0,0.1365,0,0
0,0,0,0,0.0109,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0043
0.1018,0,0,0.0024,0,0.0152,0.1539
0.4903,0.0388,0,0.1682,0,0.2203,0.5358
1.1566,0.284,0.0648,0.503,0.0544,0.8241,1.1274
1.8395,0.7509,0.1848,0.8582,0.3608,1.5977,1.744
2.3461,1.2261,0.2292,1.2373,1.0365,2.286,2.177
2.7354,1.6409,0.2628,1.5684,1.8563,2.8328,2.4586
3.0081,1.9261,0.2868,1.7184,2.669,3.1809,2.5694
3.0068,2.0538,0.2676,1.6961,3.4638,3.294,2.5149
2.8894,2.0568,0.2832,1.4803,4.0335,3.2327,2.2948
2.563,1.928,0.2832,1.1923,4.0939,2.9817,1.9927
2.04,1.6732,0.2664,0.8974,3.7553,2.4944,1.4976
1.4135,1.3859,0.2244,0.5754,3.204,1.8846,0.9817
0.786,1.0434,0.174,0.302,2.609,1.2117,0.4808
0.287,0.6131,0.1104,0.0778,1.9812,0.5723,0.1233
0.0464,0.2257,0.0348,0.0003,1.2283,0.1479,0
0,0.0212,0,0,0.5469,0.0036,0
0,0.0002,0,0,0.0991,0.0001,0
0,0,0,0,0.0098,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0043
0.0444,0,0,0.0042,0,0.0142,0.1273
0.318,0.0334,0.0012,0.186,0,0.2322,0.4055
0.7893,0.2633,0.0696,0.5522,0.0562,0.7978,0.7183
1.346,0.6646,0.204,0.9568,0.4158,1.5098,0.9964
1.8039,1.1201,0.3192,1.3352,1.1951,2.2004,1.2837
2.1569,1.497,0.3984,1.6126,2.0798,2.7765,1.5243
2.3498,1.7757,0.4788,1.8103,2.8598,3.113,1.6429
2.333,1.8816,0.474,1.8991,3.5641,3.2282,1.4664
2.1486,1.9103,0.4428,1.8591,4.0485,3.1425,1.2463
1.7693,1.8672,0.402,1.6749,4.1887,2.8587,1.063
1.3966,1.6727,0.3192,1.3661,3.8939,2.4122,0.7999
1.0239,1.3882,0.2172,0.9747,3.4534,1.8612,0.5484
0.6691,1.0394,0.1452,0.5191,2.9582,1.2772,0.3237
0.2744,0.618,0.0684,0.1319,2.2348,0.6478,0.0902
0.0414,0.2162,0.0168,0.0003,1.3956,0.1624,0
0,0.0182,0,0,0.6365,0.0047,0
0,0,0,0,0.1232,0,0
0,0,0,0,0.0066,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.001
0.0729,0,0,0.0024,0,0.0147,0.1261
0.387,0.0357,0,0.1563,0,0.2384,0.4831
0.8959,0.2691,0.0576,0.4465,0.0576,0.7686,1.02
1.4607,0.7473,0.1584,0.8072,0.4505,1.4668,1.5227
1.8975,1.2712,0.228,1.131,1.3078,2.1286,1.8319
2.2066,1.7004,0.2988,1.4012,2.4455,2.6787,1.9318
2.4742,2.0241,0.3816,1.6705,3.3591,2.9928,1.921
2.484,2.1779,0.4008,1.7281,3.8697,3.0805,1.7823
2.2943,2.1988,0.4032,1.6998,4.2052,2.9821,1.4359
1.936,2.0839,0.372,1.5005,4.2816,2.5351,1.1687
1.5098,1.8555,0.3216,1.1336,4.1961,2.037,0.982
1.1061,1.5067,0.2508,0.7634,3.767,1.5629,0.8094
0.6757,1.0771,0.1764,0.3715,3.0921,1.0169,0.4625
0.2557,0.6244,0.0972,0.091,2.3192,0.5203,0.1213
0.0343,0.218,0.0228,0.0003,1.435,0.129,0
0,0.0185,0,0,0.5979,0.0042,0
0,0,0,0,0.1209,0,0
0,0,0,0,0.006,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0039
0.0762,0,0,0.006,0,0.0073,0.1737
0.3963,0.0358,0.0012,0.1257,0,0.2152,0.5366
0.9554,0.2767,0.0732,0.4251,0.0604,0.766,0.9515
1.4995,0.7663,0.2124,0.7436,0.4579,1.5613,1.2369
1.8913,1.2808,0.3744,1.0048,1.3652,2.3093,1.2986
2.1744,1.7202,0.5184,1.1891,2.5717,2.8598,1.2734
2.378,2.0573,0.6216,1.3582,3.5946,3.2237,1.268
2.4464,2.2557,0.678,1.4194,4.268,3.4308,1.2048
2.3921,2.2923,0.6756,1.3729,4.5922,3.386,0.9955
2.1966,2.1829,0.6108,1.2607,4.6525,3.1107,0.7009
1.8464,1.9438,0.498,1.0434,4.5031,2.7124,0.4799
1.3673,1.6181,0.3864,0.7558,4.1067,2.1916,0.3604
0.7688,1.1793,0.2568,0.4446,3.4951,1.4548,0.2026
0.2811,0.6733,0.1404,0.1149,2.672,0.7086,0.039
4.22E-02,0.2281,0.0348,0.0008,1.6976,0.1591,0
0,0.0192,0,0,0.6884,0.0033,0
0,0.0002,0,0,0.1211,0,0
0,0,0,0,0.0049,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0007
0.097,0,0,0.0048,0,0.013,0.1606
0.4852,0.034,0,0.1413,0,0.2417,0.5721
1.1532,0.2707,0.0588,0.4444,0.0575,0.8884,1.1837
1.8832,0.7751,0.1692,0.7943,0.4505,1.7806,1.7335
2.5148,1.3064,0.2688,1.1009,1.3793,2.5867,2.1415
2.9258,1.7526,0.3564,1.3979,2.5964,3.2131,2.4118
3.157,2.0813,0.4512,1.6052,3.663,3.6329,2.5339
3.2108,2.2775,0.534,1.7189,4.4388,3.8439,2.5016
3.063,2.3282,0.5856,1.6751,4.8708,3.8321,2.2981
2.7036,2.2101,0.5148,1.4784,5.0154,3.5588,1.9094
2.1679,1.977,0.4524,1.1575,4.8459,3.0484,1.3998
1.5331,1.6226,0.3576,0.7468,4.4775,2.3056,0.8989
0.9026,1.1568,0.2328,0.3774,3.7957,1.5148,0.4452
0.3173,0.6735,0.1236,0.0853,2.8667,0.7182,0.109
0.044,0.2237,0.0276,0.0005,1.7121,0.1621,0
0,0.019,0,0,0.6673,0.0039,0
0,0.0001,0,0,0.1256,0,0
0,0,0,0,0.0055,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0031
0.0994,0,0,0.0048,0,0.013,0.1742
0.4909,0.0336,0,0.1373,0,0.2435,0.5884
1.1989,0.2676,0.0432,0.4197,0.0568,0.9064,1.1684
1.9493,0.7692,0.1248,0.7288,0.4257,1.8197,1.6906
2.5774,1.3023,0.2148,1.037,1.3257,2.6739,2.1079
3.0186,1.7507,0.294,1.3061,2.4259,3.3066,2.3786
3.2482,2.0729,0.3468,1.5154,3.4332,3.7157,2.47
3.2829,2.2443,0.3708,1.5743,4.1877,3.8737,2.4334
3.0432,2.2828,0.3672,1.4722,4.7346,3.7757,2.2585
2.6508,2.1666,0.3408,1.2414,5.0164,3.4328,1.9599
2.1506,1.9287,0.2964,0.9603,4.9268,2.814,1.5198
1.4954,1.5845,0.2364,0.6344,4.4501,2.1076,0.9992
0.8035,1.1473,0.1644,0.3163,3.6682,1.3307,0.4736
0.2779,0.6545,0.0852,0.0722,2.677,0.6245,0.1122
0.0362,0.2235,0.0204,0.0002,1.6257,0.144,0
0,0.0177,0,0,0.6242,0.0025,0
0,0.0001,0,0,0.1061,0,0
0,0,0,0,0.0027,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0024
0.092,0,0,0.003,0,0.012,0.1745
0.472,0.0332,0,0.1634,0,0.2366,0.5422
1.0515,0.2799,0.0696,0.4845,0.047,0.7561,0.9595
1.6359,0.7545,0.2016,0.8063,0.4109,1.4469,1.3833
2.1357,1.239,0.3456,1.1008,1.2722,2.0841,1.8105
2.4423,1.6328,0.468,1.3248,2.1732,2.5542,2.0538
2.7061,1.8972,0.5316,1.459,2.9103,2.921,2.0805
2.712,2.0602,0.5784,1.4925,3.4898,3.0552,1.8193
2.4949,2.2181,0.5964,1.407,3.8748,2.9577,1.4194
2.1464,2.1733,0.5688,1.237,4.0369,2.7576,1.0538
1.6873,2.0022,0.5076,0.9399,4.0359,2.3756,0.7461
1.1773,1.6271,0.396,0.6222,3.6686,1.7966,0.4889
0.6938,1.1536,0.2556,0.347,3.0151,1.19,0.2374
